date,Open,High,Low,Close,value,classification,BTC_Return,Pos_Contrarian_LongOnly,Pos_Contrarian_LS,Pos_Momentum,Pos_Contrarian_LongOnly_Shift,Pos_Contrarian_LS_Shift,Pos_Momentum_Shift,Ret_BuyHold,Ret_Contrarian_LongOnly,Ret_Contrarian_LS,Ret_Momentum,Trade_Contrarian_LongOnly,Trade_Contrarian_LS,Trade_Momentum,Ret_Contrarian_LongOnly_Net,Ret_Contrarian_LS_Net,Ret_Momentum_Net,Cum_BuyHold,Cum_Contrarian_LongOnly,Cum_Contrarian_LS,Cum_Momentum
2023-12-17,42236.109375,42359.49609375,41274.54296875,41364.6640625,73,Greed,-0.02072563201266564,0,-1,1,0.0,-1.0,1.0,-0.02072563201266564,-0.0,0.02072563201266564,-0.02072563201266564,0.0,0.0,0.0,-0.0,0.02072563201266564,-0.02072563201266564,0.9853398722702024,1.0,1.0058698601538987,0.9853398722702024
2023-12-18,41348.203125,42720.296875,40530.2578125,42623.5390625,65,Greed,0.030433584522719714,0,-1,1,0.0,-1.0,1.0,0.030433584522719714,0.0,-0.030433584522719714,0.030433584522719714,0.0,0.0,0.0,0.0,-0.030433584522719714,0.030433584522719714,1.0153272965565434,1.0,0.9752576347460488,1.0153272965565434
2023-12-19,42641.51171875,43354.296875,41826.3359375,42270.52734375,73,Greed,-0.008282083715112631,0,-1,1,0.0,-1.0,1.0,-0.008282083715112631,-0.0,0.008282083715112631,-0.008282083715112631,0.0,0.0,0.0,-0.0,0.008282083715112631,-0.008282083715112631,1.0069182708882232,1.0,0.9833348001208182,1.0069182708882232
2023-12-20,42261.30078125,44275.5859375,42223.81640625,43652.25,74,Greed,0.032687613405284255,0,-1,1,0.0,-1.0,1.0,0.032687613405284255,0.0,-0.032687613405284255,0.032687613405284255,0.0,0.0,0.0,0.0,-0.032687613405284255,0.032687613405284255,1.0398320260577347,1.0,0.9511919323265065,1.0398320260577347
2023-12-21,43648.125,44240.66796875,43330.05078125,43869.15234375,70,Greed,0.0049688697318006625,0,-1,1,0.0,-1.0,1.0,0.0049688697318006625,0.0,-0.0049688697318006625,0.0049688697318006625,0.0,0.0,0.0,0.0,-0.0049688697318006625,0.0049688697318006625,1.04499881593817,1.0,0.9464655835248363,1.04499881593817
2023-12-22,43868.98828125,44367.95703125,43441.96875,43997.90234375,74,Greed,0.002934864092908329,0,-1,1,0.0,-1.0,1.0,0.002934864092908329,0.0,-0.002934864092908329,0.002934864092908329,0.0,0.0,0.0,0.0,-0.002934864092908329,0.002934864092908329,1.0480657454401987,1.0,0.9436878356685757,1.0480657454401987
2023-12-23,44012.19921875,44015.69921875,43351.35546875,43739.54296875,70,Greed,-0.005872083923035065,0,-1,1,0.0,-1.0,1.0,-0.005872083923035065,-0.0,0.005872083923035065,-0.005872083923035065,0.0,0.0,0.0,-0.0,0.005872083923035065,-0.005872083923035065,1.0419114154261155,1.0,0.9492292498367689,1.0419114154261155
2023-12-24,43728.3671875,43945.5234375,42786.91796875,43016.1171875,71,Greed,-0.01653939964043194,0,-1,1,0.0,-1.0,1.0,-0.01653939964043194,-0.0,0.01653939964043194,-0.01653939964043194,0.0,0.0,0.0,-0.0,0.01653939964043194,-0.01653939964043194,1.024678826136455,1.0,0.9649289317502067,1.024678826136455
2023-12-25,43010.57421875,43765.09375,42765.76953125,43613.140625,73,Greed,0.013879063861056418,0,-1,1,0.0,-1.0,1.0,0.013879063861056418,0.0,-0.013879063861056418,0.013879063861056418,0.0,0.0,0.0,0.0,-0.013879063861056418,0.013879063861056418,1.0389004090014753,1.0,0.9515366214850646,1.0389004090014753
2023-12-26,43599.84765625,43603.17578125,41676.48828125,42520.40234375,71,Greed,-0.025055253200995553,0,-1,1,0.0,-1.0,1.0,-0.025055253200995553,-0.0,0.025055253200995553,-0.025055253200995553,0.0,0.0,0.0,-0.0,0.025055253200995553,-0.025055253200995553,1.0128704962033255,1.0,0.9753776124663928,1.0128704962033255
2023-12-27,42518.46875,43683.16015625,42167.58203125,43442.85546875,73,Greed,0.021694364920222586,0,-1,1,0.0,-1.0,1.0,0.021694364920222586,0.0,-0.021694364920222586,0.021694364920222586,0.0,0.0,0.0,0.0,-0.021694364920222586,0.021694364920222586,1.0348440783648873,1.0,0.9542174146065314,1.0348440783648873
2023-12-28,43468.19921875,43804.78125,42318.55078125,42627.85546875,73,Greed,-0.01876027694786908,0,-1,1,0.0,-1.0,1.0,-0.01876027694786908,-0.0,0.01876027694786908,-0.01876027694786908,0.0,0.0,0.0,-0.0,0.01876027694786908,-0.01876027694786908,1.0154301168568998,1.0,0.9721187975730294,1.0154301168568998
2023-12-29,42614.64453125,43124.32421875,41424.0625,42099.40234375,65,Greed,-0.012396896798793966,0,-1,1,0.0,-1.0,1.0,-0.012396896798793966,-0.0,0.012396896798793966,-0.012396896798793966,0.0,0.0,0.0,-0.0,0.012396896798793966,-0.012396896798793966,1.0028419344918376,1.0,0.98417005398271,1.0028419344918376
2023-12-30,42091.75390625,42584.125,41556.2265625,42156.90234375,68,Greed,0.0013658151137276864,0,-1,1,0.0,-1.0,1.0,0.0013658151137276864,0.0,-0.0013658151137276864,0.0013658151137276864,0.0,0.0,0.0,0.0,-0.0013658151137276864,0.0013658151137276864,1.0042116311626463,1.0,0.9828258596485022,1.0042116311626463
2023-12-31,42152.09765625,42860.9375,41998.25390625,42265.1875,67,Greed,0.002568622223877659,0,-1,1,0.0,-1.0,1.0,0.002568622223877659,0.0,-0.002568622223877659,0.002568622223877659,0.0,0.0,0.0,0.0,-0.002568622223877659,0.002568622223877659,1.0067910714759272,1.0,0.9803013513032074,1.0067910714759272
2024-01-01,42280.234375,44175.4375,42214.9765625,44167.33203125,65,Greed,0.0450049945064126,0,-1,1,0.0,-1.0,1.0,0.0450049945064126,0.0,-0.0450049945064126,0.0450049945064126,0.0,0.0,0.0,0.0,-0.0450049945064126,0.0450049945064126,1.0521016981168065,1.0,0.9361828943731777,1.0521016981168065
2024-01-02,44187.140625,45899.70703125,44176.94921875,44957.96875,71,Greed,0.017900939051301412,0,-1,1,0.0,-1.0,1.0,0.017900939051301412,0.0,-0.017900939051301412,0.017900939051301412,0.0,0.0,0.0,0.0,-0.017900939051301412,0.017900939051301412,1.0709353064905662,1.0,0.9194243414401325,1.0709353064905662
2024-01-03,44961.6015625,45503.2421875,40813.53515625,42848.17578125,70,Greed,-0.04692812036242189,0,-1,1,0.0,-1.0,1.0,-0.04692812036242189,-0.0,0.04692812036242189,-0.04692812036242189,0.0,0.0,0.0,-0.0,0.04692812036242189,-0.04692812036242189,1.0206783255272098,1.0,0.9625711975993755,1.0206783255272098
2024-01-04,42855.81640625,44770.0234375,42675.17578125,44179.921875,68,Greed,0.03108057856532498,0,-1,1,0.0,-1.0,1.0,0.03108057856532498,0.0,-0.03108057856532498,0.03108057856532498,0.0,0.0,0.0,0.0,-0.03108057856532498,0.03108057856532498,1.0524015984136825,1.0,0.9326539278676691,1.0524015984136825
2024-01-05,44192.98046875,44353.28515625,42784.71875,44162.69140625,72,Greed,-0.0003900067727314882,0,-1,1,0.0,-1.0,1.0,-0.0003900067727314882,-0.0,0.0003900067727314882,-0.0003900067727314882,0.0,0.0,0.0,-0.0,0.0003900067727314882,-0.0003900067727314882,1.0519911546626677,1.0,0.9330176692161523,1.0519911546626677
2024-01-06,44178.953125,44227.6328125,43475.15625,43989.1953125,70,Greed,-0.003928567037593367,0,-1,1,0.0,-1.0,1.0,-0.003928567037593367,-0.0,0.003928567037593367,-0.003928567037593367,0.0,0.0,0.0,-0.0,0.003928567037593367,-0.003928567037593367,1.04785833688862,1.0,0.9366830916769271,1.04785833688862
2024-01-07,43998.46484375,44495.5703125,43662.23046875,43943.09765625,71,Greed,-0.0010479313368322307,0,-1,1,0.0,-1.0,1.0,-0.0010479313368322307,-0.0,0.0010479313368322307,-0.0010479313368322307,0.0,0.0,0.0,-0.0,0.0010479313368322307,-0.0010479313368322307,1.0467602533008336,1.0,0.9376646712413763,1.0467602533008336
2024-01-08,43948.70703125,47218.0,43244.08203125,46970.50390625,71,Greed,0.06889378335779228,0,-1,1,0.0,-1.0,1.0,0.06889378335779228,0.0,-0.06889378335779228,0.06889378335779228,0.0,0.0,0.0,0.0,-0.06889378335779228,0.06889378335779228,1.118875527419289,1.0,0.8730654045186174,1.118875527419289
2024-01-09,46987.640625,47893.69921875,45244.71484375,46139.73046875,76,Extreme Greed,-0.017687130611972357,0,-1,1,0.0,-1.0,1.0,-0.017687130611972357,-0.0,0.017687130611972357,-0.017687130611972357,0.0,0.0,0.0,-0.0,0.017687130611972357,-0.017687130611972357,1.0990858298272845,1.0,0.8885074263611327,1.0990858298272845
2024-01-10,46121.5390625,47647.22265625,44483.15234375,46627.77734375,73,Greed,0.010577584004972662,0,-1,1,0.0,-1.0,1.0,0.010577584004972662,0.0,-0.010577584004972662,0.010577584004972662,0.0,0.0,0.0,0.0,-0.010577584004972662,0.010577584004972662,1.1107115025209577,1.0,0.8791091644197557,1.1107115025209577
2024-01-11,46656.07421875,48969.37109375,45678.64453125,46368.5859375,76,Extreme Greed,-0.005558733892443213,0,-1,1,0.0,-1.0,1.0,-0.005558733892443213,-0.0,0.005558733892443213,-0.005558733892443213,0.0,0.0,0.0,-0.0,0.005558733892443213,-0.005558733892443213,1.104537352847168,1.0,0.8839958983271733,1.104537352847168
2024-01-12,46354.79296875,46498.13671875,41903.76953125,42853.16796875,71,Greed,-0.07581464687080208,0,-1,1,0.0,-1.0,1.0,-0.07581464687080208,-0.0,0.07581464687080208,-0.07581464687080208,0.0,0.0,0.0,-0.0,0.07581464687080208,-0.07581464687080208,1.0207972434854495,1.0,0.9510157351940854,1.0207972434854495
2024-01-13,42799.4453125,43234.66015625,42464.14453125,42842.3828125,64,Greed,-0.0002516769882185965,0,-1,1,0.0,-1.0,1.0,-0.0002516769882185965,-0.0,0.0002516769882185965,-0.0002516769882185965,0.0,0.0,0.0,-0.0,0.0002516769882185965,-0.0002516769882185965,1.0205403323096274,1.0,0.9512550839700676,1.0205403323096274
2024-01-14,42842.26171875,43065.59765625,41724.61328125,41796.26953125,60,Greed,-0.0244177193838242,0,-1,1,0.0,-1.0,1.0,-0.0244177193838242,-0.0,0.0244177193838242,-0.0244177193838242,0.0,0.0,0.0,-0.0,0.0244177193838242,-0.0244177193838242,0.9956210648554162,1.0,0.9744825636728849,0.9956210648554162
2024-01-15,41715.06640625,43319.72265625,41705.41796875,42511.96875,52,Neutral,0.01712351907901466,0,-1,1,0.0,-1.0,1.0,0.01712351907901466,0.0,-0.01712351907901466,0.01712351907901466,0.0,0.0,0.0,0.0,-0.01712351907901466,0.01712351907901466,1.0126696011549368,1.0,0.9577959929016652,1.0126696011549368
2024-01-16,42499.3359375,43566.2734375,42085.99609375,43154.9453125,64,Greed,0.015124600939588229,0,-1,1,0.0,-1.0,1.0,0.015124600939588229,0.0,-0.015124600939588229,0.015124600939588229,0.0,0.0,0.0,0.0,-0.015124600939588229,0.015124600939588229,1.0279858247560572,1.0,0.9433097107274908,1.0279858247560572
2024-01-17,43132.1015625,43189.890625,42189.30859375,42742.65234375,60,Greed,-0.009553782672285682,0,-1,1,0.0,-1.0,1.0,-0.009553782672285682,-0.0,0.009553782672285682,-0.009553782672285682,0.0,0.0,0.0,-0.0,0.009553782672285682,-0.009553782672285682,1.0181646715961474,1.0,0.9523218866964378,1.0181646715961474
2024-01-18,42742.3125,42876.34765625,40631.171875,41262.05859375,63,Greed,-0.034639725632667706,0,-1,1,0.0,-1.0,1.0,-0.034639725632667706,-0.0,0.034639725632667706,-0.034639725632667706,0.0,0.0,0.0,-0.0,0.034639725632667706,-0.034639725632667706,0.9828957267231817,1.0,0.9853100555655868,0.9828957267231817
2024-01-19,41278.4609375,42134.16015625,40297.45703125,41618.40625,51,Neutral,0.00863620644230223,0,-1,1,0.0,-1.0,1.0,0.00863620644230223,0.0,-0.00863620644230223,0.00863620644230223,0.0,0.0,0.0,0.0,-0.00863620644230223,0.00863620644230223,0.9913842171304198,1.0,0.9768007145160461,0.9913842171304198
2024-01-20,41624.58984375,41877.89453125,41446.82421875,41665.5859375,52,Neutral,0.0011336255217606617,0,-1,1,0.0,-1.0,1.0,0.0011336255217606617,0.0,-0.0011336255217606617,0.0011336255217606617,0.0,0.0,0.0,0.0,-0.0011336255217606617,0.0011336255217606617,0.9925080755808295,1.0,0.9756933882963966,0.9925080755808295
2024-01-21,41671.48828125,41855.3671875,41497.0078125,41545.78515625,56,Greed,-0.0028752933279206916,0,-1,1,0.0,-1.0,1.0,-0.0028752933279206916,-0.0,0.0028752933279206916,-0.0028752933279206916,0.0,0.0,0.0,-0.0,0.0028752933279206916,-0.0028752933279206916,0.9896543237332046,1.0,0.9784987929858615,0.9896543237332046
2024-01-22,41553.65234375,41651.20703125,39450.1171875,39507.3671875,55,Greed,-0.049064374667218136,0,-1,1,0.0,-1.0,1.0,-0.049064374667218136,-0.0,0.049064374667218136,-0.049064374667218136,0.0,0.0,0.0,-0.0,0.049064374667218136,-0.049064374667218136,0.9410975532025263,1.0,1.0265082243763406,0.9410975532025263
2024-01-23,39518.71484375,40127.3515625,38521.89453125,39845.55078125,50,Neutral,0.008560013431039293,0,-1,1,0.0,-1.0,1.0,0.008560013431039293,0.0,-0.008560013431039293,0.008560013431039293,0.0,0.0,0.0,0.0,-0.008560013431039293,0.008560013431039293,0.9491533608978582,1.0,1.0177213001886067,0.9491533608978582
2024-01-24,39877.59375,40483.78515625,39508.796875,40077.07421875,48,Neutral,0.005810521700930993,0,-1,1,0.0,-1.0,1.0,0.005810521700930993,0.0,-0.005810521700930993,0.005810521700930993,0.0,0.0,0.0,0.0,-0.005810521700930993,0.005810521700930993,0.9546684370988667,1.0,1.011807808488361,0.9546684370988667
2024-01-25,40075.55078125,40254.48046875,39545.6640625,39933.80859375,52,Neutral,-0.0035747525934159974,0,-1,1,0.0,-1.0,1.0,-0.0035747525934159974,-0.0,0.0035747525934159974,-0.0035747525934159974,0.0,0.0,0.0,-0.0,0.0035747525934159974,-0.0035747525934159974,0.9512557336274952,1.0,1.0154247710757933,0.9512557336274952
2024-01-26,39936.81640625,42209.38671875,39825.69140625,41816.87109375,49,Neutral,0.04715459322091098,0,-1,1,0.0,-1.0,1.0,0.04715459322091098,0.0,-0.04715459322091098,0.04715459322091098,0.0,0.0,0.0,0.0,-0.04715459322091098,0.04715459322091098,0.996111810795759,1.0,0.9675428290492777,0.996111810795759
2024-01-27,41815.625,42195.6328125,41431.28125,42120.0546875,55,Greed,0.007250269707417489,0,-1,1,0.0,-1.0,1.0,0.007250269707417489,0.0,-0.007250269707417489,0.007250269707417489,0.0,0.0,0.0,0.0,-0.007250269707417489,0.007250269707417489,1.0033338900827722,1.0,0.9605278825851927,1.0033338900827722
2024-01-28,42126.125,42797.17578125,41696.91015625,42035.59375,54,Neutral,-0.002005242826170095,0,-1,1,0.0,-1.0,1.0,-0.002005242826170095,-0.0,0.002005242826170095,-0.002005242826170095,0.0,0.0,0.0,-0.0,0.002005242826170095,-0.002005242826170095,1.0013219619974303,1.0,0.962453974231083,1.0013219619974303
2024-01-29,42030.9140625,43305.8671875,41818.33203125,43288.24609375,55,Greed,0.029799801358818767,0,-1,1,0.0,-1.0,1.0,0.029799801358818767,0.0,-0.029799801358818767,0.029799801358818767,0.0,0.0,0.0,0.0,-0.029799801358818767,0.029799801358818767,1.0311611575611763,1.0,0.9337730369819911,1.0311611575611763
2024-01-30,43300.2265625,43838.9453125,42711.37109375,42952.609375,61,Greed,-0.007753530092744043,0,-1,1,0.0,-1.0,1.0,-0.007753530092744043,-0.0,0.007753530092744043,-0.007753530092744043,0.0,0.0,0.0,-0.0,0.007753530092744043,-0.007753530092744043,1.0231660184955569,1.0,0.9410130743240239,1.0231660184955569
2024-01-31,42946.25,43717.40625,42298.9453125,42582.60546875,60,Greed,-0.00861423582021903,0,-1,1,0.0,-1.0,1.0,-0.00861423582021903,-0.0,0.00861423582021903,-0.00861423582021903,0.0,0.0,0.0,-0.0,0.00861423582021903,-0.00861423582021903,1.0143522251290016,1.0,0.9491191828561604,1.0143522251290016
2024-02-01,42569.76171875,43243.16796875,41879.19140625,43075.7734375,63,Greed,0.011581441842771323,0,-1,1,0.0,-1.0,1.0,0.011581441842771323,0.0,-0.011581441842771323,0.011581441842771323,0.0,0.0,0.0,0.0,-0.011581441842771323,0.011581441842771323,1.026099886432419,1.0,0.9381270142380531,1.026099886432419
2024-02-02,43077.640625,43422.48828125,42584.3359375,43185.859375,63,Greed,0.0025556346111748063,0,-1,1,0.0,-1.0,1.0,0.0025556346111748063,0.0,-0.0025556346111748063,0.0025556346111748063,0.0,0.0,0.0,0.0,-0.0025556346111748063,0.0025556346111748063,1.028722222816708,1.0,0.9357295043707883,1.028722222816708
2024-02-03,43184.96484375,43359.94140625,42890.80859375,42992.25,60,Greed,-0.0044831659668692625,0,-1,1,0.0,-1.0,1.0,-0.0044831659668692625,-0.0,0.0044831659668692625,-0.0044831659668692625,0.0,0.0,0.0,-0.0,0.0044831659668692625,-0.0044831659668692625,1.0241102903580142,1.0,0.9399245350389788,1.0241102903580142
2024-02-04,42994.94140625,43097.64453125,42374.83203125,42583.58203125,60,Greed,-0.009505619472114146,0,-1,1,0.0,-1.0,1.0,-0.009505619472114146,-0.0,0.009505619472114146,-0.009505619472114146,0.0,0.0,0.0,-0.0,0.009505619472114146,-0.009505619472114146,1.0143754876403945,1.0,0.9488591000015631,1.0143754876403945
2024-02-05,42577.62109375,43494.25,42264.81640625,42658.66796875,60,Greed,0.0017632602500394778,0,-1,1,0.0,-1.0,1.0,0.0017632602500394778,0.0,-0.0017632602500394778,0.0017632602500394778,0.0,0.0,0.0,0.0,-0.0017632602500394778,0.0017632602500394778,1.0161640956163653,1.0,0.9471860144676422,1.0161640956163653
2024-02-06,42657.390625,43344.1484375,42529.01953125,43084.671875,64,Greed,0.009986338686479135,0,-1,1,0.0,-1.0,1.0,0.009986338686479135,0.0,-0.009986338686479135,0.009986338686479135,0.0,0.0,0.0,0.0,-0.009986338686479135,0.009986338686479135,1.0263118544362302,1.0,0.937727094128072,1.0263118544362302
2024-02-07,43090.01953125,44341.94921875,42775.95703125,44318.22265625,62,Greed,0.028630850081180936,0,-1,1,0.0,-1.0,1.0,0.028630850081180936,0.0,-0.028630850081180936,0.028630850081180936,0.0,0.0,0.0,0.0,-0.028630850081180936,0.028630850081180936,1.0556960352771327,1.0,0.9108791702790298,1.0556960352771327
2024-02-08,44332.125,45575.83984375,44332.125,45301.56640625,66,Greed,0.022188248784866804,0,-1,1,0.0,-1.0,1.0,0.022188248784866804,0.0,-0.022188248784866804,0.022188248784866804,0.0,0.0,0.0,0.0,-0.022188248784866804,0.022188248784866804,1.0791200815490594,1.0,0.8906683566359256,1.0791200815490594
2024-02-09,45297.3828125,48152.49609375,45260.82421875,47147.19921875,72,Greed,0.040741037427910465,0,-1,1,0.0,-1.0,1.0,0.040741037427910465,0.0,-0.040741037427910465,0.040741037427910465,0.0,0.0,0.0,0.0,-0.040741037427910465,0.040741037427910465,1.1230845531806595,1.0,0.8543816037823658,1.1230845531806595
2024-02-10,47153.52734375,48146.171875,46905.3203125,47771.27734375,74,Greed,0.013236801662479536,0,-1,1,0.0,-1.0,1.0,0.013236801662479536,0.0,-0.013236801662479536,0.013236801662479536,0.0,0.0,0.0,0.0,-0.013236801662479536,0.013236801662479536,1.1379506006613063,1.0,0.8430723239490274,1.1379506006613063
2024-02-11,47768.96875,48535.9375,47617.40625,48293.91796875,71,Greed,0.010940478338881565,0,-1,1,0.0,-1.0,1.0,0.010940478338881565,0.0,-0.010940478338881565,0.010940478338881565,0.0,0.0,0.0,0.0,-0.010940478338881565,0.010940478338881565,1.1504003245585586,1.0,0.8338487094507525,1.1504003245585586
2024-02-12,48296.38671875,50280.4765625,47745.76171875,49958.22265625,70,Greed,0.034461993507690414,0,-1,1,0.0,-1.0,1.0,0.034461993507690414,0.0,-0.034461993507690414,0.034461993507690414,0.0,0.0,0.0,0.0,-0.034461993507690414,0.034461993507690414,1.1900454130747407,1.0,0.8051126206392647,1.1900454130747407
2024-02-13,49941.359375,50358.390625,48406.49609375,49742.44140625,79,Extreme Greed,-0.004319233922406296,0,-1,1,0.0,-1.0,1.0,-0.004319233922406296,-0.0,0.004319233922406296,-0.004319233922406296,0.0,0.0,0.0,-0.0,0.004319233922406296,-0.004319233922406296,1.1849053285573843,1.0,0.8085900903816873,1.1849053285573843
2024-02-14,49733.4453125,52021.37109375,49296.83203125,51826.6953125,74,Greed,0.041900916949929146,0,-1,1,0.0,-1.0,1.0,0.041900916949929146,0.0,-0.041900916949929146,0.041900916949929146,0.0,0.0,0.0,0.0,-0.041900916949929146,0.041900916949929146,1.2345539483227959,1.0,0.7747094241580685,1.2345539483227959
2024-02-15,51836.78515625,52820.06640625,51371.62890625,51938.5546875,72,Greed,0.0021583350882306007,0,-1,1,0.0,-1.0,1.0,0.0021583350882306007,0.0,-0.0021583350882306007,0.0021583350882306007,0.0,0.0,0.0,0.0,-0.0021583350882306007,0.0021583350882306007,1.2372185294277747,1.0,0.7730373416247253,1.2372185294277747
2024-02-16,51937.7265625,52537.96875,51641.3671875,52160.203125,72,Greed,0.004267512618200353,0,-1,1,0.0,-1.0,1.0,0.004267512618200353,0.0,-0.004267512618200353,0.004267512618200353,0.0,0.0,0.0,0.0,-0.004267512618200353,0.004267512618200353,1.242498375113579,1.0,0.7697383950150017,1.242498375113579
2024-02-17,52161.67578125,52191.9140625,50669.66796875,51662.99609375,76,Extreme Greed,-0.009532306269177337,0,-1,1,0.0,-1.0,1.0,-0.009532306269177337,-0.0,0.009532306269177337,-0.009532306269177337,0.0,0.0,0.0,-0.0,0.009532306269177337,-0.009532306269177337,1.2306545000630411,1.0,0.7770757771434297,1.2306545000630411
2024-02-18,51661.96875,52356.96484375,51233.70703125,52122.546875,72,Greed,0.008895163192163213,0,-1,1,0.0,-1.0,1.0,0.008895163192163213,0.0,-0.008895163192163213,0.008895163192163213,0.0,0.0,0.0,0.0,-0.008895163192163213,0.008895163192163213,1.2416013726742718,1.0,0.7701635612930618,1.2416013726742718
2024-02-19,52134.8125,52483.32421875,51711.8203125,51779.14453125,75,Extreme Greed,-0.006588364620277343,0,-1,1,0.0,-1.0,1.0,-0.006588364620277343,-0.0,0.006588364620277343,-0.006588364620277343,0.0,0.0,0.0,-0.0,0.006588364620277343,-0.006588364620277343,1.2334212501180568,1.0,0.7752376796521119,1.2334212501180568
2024-02-20,51777.7265625,52945.05078125,50792.3125,52284.875,72,Greed,0.009767068832988945,0,-1,1,0.0,-1.0,1.0,0.009767068832988945,0.0,-0.009767068832988945,0.009767068832988945,0.0,0.0,0.0,0.0,-0.009767068832988945,0.009767068832988945,1.245468160368031,1.0,0.767665879873023,1.245468160368031
